"","Year","Location","Average_Income_from_All_Sources_collected","Median_Income_from_All_Sources_collected","Number_of_households","Scene","Offence","Measure","Value","Flags"
"1843",2011,"Central District",1201,1025,77.9,"Total Scene","Acts intended to cause injury","Recorded",3627,NA
"1844",2011,"Central District",1201,1025,77.9,"Total Scene","Sexual assault and related offences","Recorded",275,NA
"1845",2011,"Central District",1201,1025,77.9,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",56,NA
"1846",2011,"Central District",1201,1025,77.9,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",903,NA
"1847",2011,"Central District",1201,1025,77.9,"Total Scene","Robbery, extortion and related offences","Recorded",127,NA
"1848",2011,"Central District",1201,1025,77.9,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",4603,NA
"1849",2011,"Central District",1201,1025,77.9,"Total Scene","Theft and related offences","Recorded",8606,NA
"1850",2011,"Central District",1201,1025,77.9,"Total Scene","Fraud, deception and related offences","Recorded",605,NA
"1851",2011,"Central District",1201,1025,77.9,"Total Scene","Illicit drug offences","Recorded",1683,NA
"1852",2011,"Central District",1201,1025,77.9,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",528,NA
"1853",2011,"Central District",1201,1025,77.9,"Total Scene","Property damage and environmental pollution","Recorded",4247,NA
"1854",2011,"Central District",1201,1025,77.9,"Total Scene","Public order offences","Recorded",3003,NA
"1855",2011,"Central District",1201,1025,77.9,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1216,NA
"1856",2011,"Central District",1201,1025,77.9,"Total Scene","Miscellaneous offences","Recorded",105,NA
"1857",2012,"Central District",1224,1074,77.9,"Total Scene","Total Offences","Recorded",27575,NA
"1858",2012,"Central District",1224,1074,77.9,"Total Scene","Homicide and related offences","Recorded",6,NA
"1859",2012,"Central District",1224,1074,77.9,"Total Scene","Acts intended to cause injury","Recorded",3346,NA
"1860",2012,"Central District",1224,1074,77.9,"Total Scene","Sexual assault and related offences","Recorded",265,NA
"1861",2012,"Central District",1224,1074,77.9,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",62,NA
"1862",2012,"Central District",1224,1074,77.9,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",855,NA
"1863",2012,"Central District",1224,1074,77.9,"Total Scene","Robbery, extortion and related offences","Recorded",110,NA
"1864",2012,"Central District",1224,1074,77.9,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",4356,NA
"1865",2012,"Central District",1224,1074,77.9,"Total Scene","Theft and related offences","Recorded",8170,NA
"1866",2012,"Central District",1224,1074,77.9,"Total Scene","Fraud, deception and related offences","Recorded",520,NA
"1867",2012,"Central District",1224,1074,77.9,"Total Scene","Illicit drug offences","Recorded",1549,NA
"1868",2012,"Central District",1224,1074,77.9,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",613,NA
"1869",2012,"Central District",1224,1074,77.9,"Total Scene","Property damage and environmental pollution","Recorded",3958,NA
"1870",2012,"Central District",1224,1074,77.9,"Total Scene","Public order offences","Recorded",2598,NA
"1871",2012,"Central District",1224,1074,77.9,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1078,NA
"1872",2012,"Central District",1224,1074,77.9,"Total Scene","Miscellaneous offences","Recorded",89,NA
"1873",2013,"Central District",1234,1083,77.1,"Total Scene","Total Offences","Recorded",28006,NA
"1874",2013,"Central District",1234,1083,77.1,"Total Scene","Homicide and related offences","Recorded",7,NA
"1875",2013,"Central District",1234,1083,77.1,"Total Scene","Acts intended to cause injury","Recorded",3165,NA
"1876",2013,"Central District",1234,1083,77.1,"Total Scene","Sexual assault and related offences","Recorded",380,NA
"1877",2013,"Central District",1234,1083,77.1,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",51,NA
"1878",2013,"Central District",1234,1083,77.1,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",1075,NA
"1879",2013,"Central District",1234,1083,77.1,"Total Scene","Robbery, extortion and related offences","Recorded",102,NA
"1880",2013,"Central District",1234,1083,77.1,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",4472,NA
"1881",2013,"Central District",1234,1083,77.1,"Total Scene","Theft and related offences","Recorded",8689,NA
"1882",2013,"Central District",1234,1083,77.1,"Total Scene","Fraud, deception and related offences","Recorded",583,NA
"1883",2013,"Central District",1234,1083,77.1,"Total Scene","Illicit drug offences","Recorded",1297,NA
"1884",2013,"Central District",1234,1083,77.1,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",522,NA
"1885",2013,"Central District",1234,1083,77.1,"Total Scene","Property damage and environmental pollution","Recorded",3984,NA
"1886",2013,"Central District",1234,1083,77.1,"Total Scene","Public order offences","Recorded",2613,NA
"1887",2013,"Central District",1234,1083,77.1,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",970,NA
"1888",2013,"Central District",1234,1083,77.1,"Total Scene","Miscellaneous offences","Recorded",96,NA
"1889",2014,"Central District",1295,1145,76,"Total Scene","Total Offences","Recorded",27592,NA
"1890",2014,"Central District",1295,1145,76,"Total Scene","Homicide and related offences","Recorded",4,NA
"1891",2014,"Central District",1295,1145,76,"Total Scene","Acts intended to cause injury","Recorded",3192,NA
"1892",2014,"Central District",1295,1145,76,"Total Scene","Sexual assault and related offences","Recorded",306,NA
"1893",2014,"Central District",1295,1145,76,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",61,NA
"1894",2014,"Central District",1295,1145,76,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",1123,NA
"1895",2014,"Central District",1295,1145,76,"Total Scene","Robbery, extortion and related offences","Recorded",99,NA
"1896",2014,"Central District",1295,1145,76,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",4540,NA
"1897",2014,"Central District",1295,1145,76,"Total Scene","Theft and related offences","Recorded",8839,NA
"1898",2014,"Central District",1295,1145,76,"Total Scene","Fraud, deception and related offences","Recorded",715,NA
"1899",2014,"Central District",1295,1145,76,"Total Scene","Illicit drug offences","Recorded",1264,NA
"1900",2014,"Central District",1295,1145,76,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",532,NA
"1901",2014,"Central District",1295,1145,76,"Total Scene","Property damage and environmental pollution","Recorded",3777,NA
"1902",2014,"Central District",1295,1145,76,"Total Scene","Public order offences","Recorded",1811,NA
"1903",2014,"Central District",1295,1145,76,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1250,NA
"1904",2014,"Central District",1295,1145,76,"Total Scene","Miscellaneous offences","Recorded",79,NA
"1905",1998,"Tasman District",757,662,52.2,"Total Scene","Total Offences","Recorded",14968,NA
"1906",1998,"Tasman District",757,662,52.2,"Total Scene","Homicide and related offences","Recorded",3,NA
"1907",1998,"Tasman District",757,662,52.2,"Total Scene","Acts intended to cause injury","Recorded",1052,NA
"1908",1998,"Tasman District",757,662,52.2,"Total Scene","Sexual assault and related offences","Recorded",94,NA
"1909",1998,"Tasman District",757,662,52.2,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",39,NA
"1910",1998,"Tasman District",757,662,52.2,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",386,NA
"1911",1998,"Tasman District",757,662,52.2,"Total Scene","Robbery, extortion and related offences","Recorded",38,NA
"1912",1998,"Tasman District",757,662,52.2,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",1764,NA
"1913",1998,"Tasman District",757,662,52.2,"Total Scene","Theft and related offences","Recorded",5106,NA
"1914",1998,"Tasman District",757,662,52.2,"Total Scene","Fraud, deception and related offences","Recorded",940,NA
"1915",1998,"Tasman District",757,662,52.2,"Total Scene","Illicit drug offences","Recorded",1531,NA
"1916",1998,"Tasman District",757,662,52.2,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",288,NA
"1917",1998,"Tasman District",757,662,52.2,"Total Scene","Property damage and environmental pollution","Recorded",1907,NA
"1918",1998,"Tasman District",757,662,52.2,"Total Scene","Public order offences","Recorded",1366,NA
"1919",1998,"Tasman District",757,662,52.2,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",379,NA
"1920",1998,"Tasman District",757,662,52.2,"Total Scene","Miscellaneous offences","Recorded",75,NA
"1921",1999,"Tasman District",800,690,51.4,"Total Scene","Total Offences","Recorded",16206,NA
"1922",1999,"Tasman District",800,690,51.4,"Total Scene","Homicide and related offences","Recorded",3,NA
"1923",1999,"Tasman District",800,690,51.4,"Total Scene","Acts intended to cause injury","Recorded",1196,NA
"1924",1999,"Tasman District",800,690,51.4,"Total Scene","Sexual assault and related offences","Recorded",84,NA
"1925",1999,"Tasman District",800,690,51.4,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",35,NA
"1926",1999,"Tasman District",800,690,51.4,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",417,NA
"1927",1999,"Tasman District",800,690,51.4,"Total Scene","Robbery, extortion and related offences","Recorded",34,NA
"1928",1999,"Tasman District",800,690,51.4,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",1725,NA
"1929",1999,"Tasman District",800,690,51.4,"Total Scene","Theft and related offences","Recorded",5552,NA
"1930",1999,"Tasman District",800,690,51.4,"Total Scene","Fraud, deception and related offences","Recorded",756,NA
"1931",1999,"Tasman District",800,690,51.4,"Total Scene","Illicit drug offences","Recorded",1611,NA
"1932",1999,"Tasman District",800,690,51.4,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",282,NA
"1933",1999,"Tasman District",800,690,51.4,"Total Scene","Property damage and environmental pollution","Recorded",2320,NA
"1934",1999,"Tasman District",800,690,51.4,"Total Scene","Public order offences","Recorded",1483,NA
"1935",1999,"Tasman District",800,690,51.4,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",629,NA
"1936",1999,"Tasman District",800,690,51.4,"Total Scene","Miscellaneous offences","Recorded",79,NA
"1937",2000,"Tasman District",828,745,51.9,"Total Scene","Total Offences","Recorded",16360,NA
"1938",2000,"Tasman District",828,745,51.9,"Total Scene","Homicide and related offences","Recorded",5,NA
"1939",2000,"Tasman District",828,745,51.9,"Total Scene","Acts intended to cause injury","Recorded",1175,NA
"1940",2000,"Tasman District",828,745,51.9,"Total Scene","Sexual assault and related offences","Recorded",80,NA
"1941",2000,"Tasman District",828,745,51.9,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",35,NA
"1942",2000,"Tasman District",828,745,51.9,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",455,NA
"1943",2000,"Tasman District",828,745,51.9,"Total Scene","Robbery, extortion and related offences","Recorded",30,NA
"1944",2000,"Tasman District",828,745,51.9,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",1681,NA
"1945",2000,"Tasman District",828,745,51.9,"Total Scene","Theft and related offences","Recorded",5830,NA
"1946",2000,"Tasman District",828,745,51.9,"Total Scene","Fraud, deception and related offences","Recorded",676,NA
"1947",2000,"Tasman District",828,745,51.9,"Total Scene","Illicit drug offences","Recorded",1446,NA
