"","Location","Scene","Offence","Year","Measure","Value","Flags"
"4211","Total New Zealand","Total Scene","Theft and related offences",2005,"Recorded",151649,NA
"4212","Total New Zealand","Total Scene","Theft and related offences",2006,"Recorded",153460,NA
"4213","Total New Zealand","Total Scene","Theft and related offences",2007,"Recorded",145465,NA
"4214","Total New Zealand","Total Scene","Theft and related offences",2008,"Recorded",140858,NA
"4215","Total New Zealand","Total Scene","Theft and related offences",2009,"Recorded",144780,NA
"4216","Total New Zealand","Total Scene","Theft and related offences",2010,"Recorded",136932,NA
"4217","Total New Zealand","Total Scene","Theft and related offences",2011,"Recorded",135442,NA
"4218","Total New Zealand","Total Scene","Theft and related offences",2012,"Recorded",119476,NA
"4219","Total New Zealand","Total Scene","Theft and related offences",2013,"Recorded",121035,NA
"4220","Total New Zealand","Total Scene","Theft and related offences",2014,"Recorded",119323,NA
"4221","Total New Zealand","Total Scene","Fraud, deception and related offences",1994,"Recorded",28917,NA
"4222","Total New Zealand","Total Scene","Fraud, deception and related offences",1995,"Recorded",35307,NA
"4223","Total New Zealand","Total Scene","Fraud, deception and related offences",1996,"Recorded",35836,NA
"4224","Total New Zealand","Total Scene","Fraud, deception and related offences",1997,"Recorded",30867,NA
"4225","Total New Zealand","Total Scene","Fraud, deception and related offences",1998,"Recorded",25248,NA
"4226","Total New Zealand","Total Scene","Fraud, deception and related offences",1999,"Recorded",21503,NA
"4227","Total New Zealand","Total Scene","Fraud, deception and related offences",2000,"Recorded",22441,NA
"4228","Total New Zealand","Total Scene","Fraud, deception and related offences",2001,"Recorded",21772,NA
"4229","Total New Zealand","Total Scene","Fraud, deception and related offences",2002,"Recorded",23774,NA
"4230","Total New Zealand","Total Scene","Fraud, deception and related offences",2003,"Recorded",19549,NA
"4231","Total New Zealand","Total Scene","Fraud, deception and related offences",2004,"Recorded",17084,NA
"4232","Total New Zealand","Total Scene","Fraud, deception and related offences",2005,"Recorded",12179,NA
"4233","Total New Zealand","Total Scene","Fraud, deception and related offences",2006,"Recorded",12917,NA
"4234","Total New Zealand","Total Scene","Fraud, deception and related offences",2007,"Recorded",12430,NA
"4235","Total New Zealand","Total Scene","Fraud, deception and related offences",2008,"Recorded",14604,NA
"4236","Total New Zealand","Total Scene","Fraud, deception and related offences",2009,"Recorded",13314,NA
"4237","Total New Zealand","Total Scene","Fraud, deception and related offences",2010,"Recorded",9726,NA
"4238","Total New Zealand","Total Scene","Fraud, deception and related offences",2011,"Recorded",8010,NA
"4239","Total New Zealand","Total Scene","Fraud, deception and related offences",2012,"Recorded",8013,NA
"4240","Total New Zealand","Total Scene","Fraud, deception and related offences",2013,"Recorded",7997,NA
"4241","Total New Zealand","Total Scene","Fraud, deception and related offences",2014,"Recorded",9037,NA
"4242","Total New Zealand","Total Scene","Illicit drug offences",1994,"Recorded",24417,NA
"4243","Total New Zealand","Total Scene","Illicit drug offences",1995,"Recorded",20824,NA
"4244","Total New Zealand","Total Scene","Illicit drug offences",1996,"Recorded",21908,NA
"4245","Total New Zealand","Total Scene","Illicit drug offences",1997,"Recorded",25735,NA
"4246","Total New Zealand","Total Scene","Illicit drug offences",1998,"Recorded",26783,NA
"4247","Total New Zealand","Total Scene","Illicit drug offences",1999,"Recorded",26213,NA
"4248","Total New Zealand","Total Scene","Illicit drug offences",2000,"Recorded",24579,NA
"4249","Total New Zealand","Total Scene","Illicit drug offences",2001,"Recorded",24842,NA
"4250","Total New Zealand","Total Scene","Illicit drug offences",2002,"Recorded",23742,NA
"4251","Total New Zealand","Total Scene","Illicit drug offences",2003,"Recorded",23318,NA
"4252","Total New Zealand","Total Scene","Illicit drug offences",2004,"Recorded",19801,NA
"4253","Total New Zealand","Total Scene","Illicit drug offences",2005,"Recorded",18821,NA
"4254","Total New Zealand","Total Scene","Illicit drug offences",2006,"Recorded",19224,NA
"4255","Total New Zealand","Total Scene","Illicit drug offences",2007,"Recorded",19084,NA
"4256","Total New Zealand","Total Scene","Illicit drug offences",2008,"Recorded",20631,NA
"4257","Total New Zealand","Total Scene","Illicit drug offences",2009,"Recorded",24923,NA
"4258","Total New Zealand","Total Scene","Illicit drug offences",2010,"Recorded",22994,NA
"4259","Total New Zealand","Total Scene","Illicit drug offences",2011,"Recorded",20738,NA
"4260","Total New Zealand","Total Scene","Illicit drug offences",2012,"Recorded",20792,NA
"4261","Total New Zealand","Total Scene","Illicit drug offences",2013,"Recorded",16069,NA
"4262","Total New Zealand","Total Scene","Illicit drug offences",2014,"Recorded",16543,NA
"4263","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",1994,"Recorded",5821,NA
"4264","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",1995,"Recorded",5321,NA
"4265","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",1996,"Recorded",5818,NA
"4266","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",1997,"Recorded",6325,NA
"4267","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",1998,"Recorded",6081,NA
"4268","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",1999,"Recorded",5757,NA
"4269","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",2000,"Recorded",5378,NA
"4270","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",2001,"Recorded",5675,NA
"4271","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",2002,"Recorded",5962,NA
"4272","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",2003,"Recorded",6512,NA
"4273","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",2004,"Recorded",6207,NA
"4274","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",2005,"Recorded",7026,NA
"4275","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",2006,"Recorded",7838,NA
"4276","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",2007,"Recorded",7376,NA
"4277","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",2008,"Recorded",7291,NA
"4278","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",2009,"Recorded",7763,NA
"4279","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",2010,"Recorded",7074,NA
"4280","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",2011,"Recorded",6362,NA
"4281","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",2012,"Recorded",6063,NA
"4282","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",2013,"Recorded",5675,NA
"4283","Total New Zealand","Total Scene","Prohibited and regulated weapons and explosives offences",2014,"Recorded",5791,NA
"4284","Total New Zealand","Total Scene","Property damage and environmental pollution",1994,"Recorded",44326,NA
"4285","Total New Zealand","Total Scene","Property damage and environmental pollution",1995,"Recorded",47837,NA
"4286","Total New Zealand","Total Scene","Property damage and environmental pollution",1996,"Recorded",48641,NA
"4287","Total New Zealand","Total Scene","Property damage and environmental pollution",1997,"Recorded",48122,NA
"4288","Total New Zealand","Total Scene","Property damage and environmental pollution",1998,"Recorded",46503,NA
"4289","Total New Zealand","Total Scene","Property damage and environmental pollution",1999,"Recorded",47284,NA
"4290","Total New Zealand","Total Scene","Property damage and environmental pollution",2000,"Recorded",47855,NA
"4291","Total New Zealand","Total Scene","Property damage and environmental pollution",2001,"Recorded",48787,NA
"4292","Total New Zealand","Total Scene","Property damage and environmental pollution",2002,"Recorded",49815,NA
"4293","Total New Zealand","Total Scene","Property damage and environmental pollution",2003,"Recorded",52582,NA
"4294","Total New Zealand","Total Scene","Property damage and environmental pollution",2004,"Recorded",48769,NA
"4295","Total New Zealand","Total Scene","Property damage and environmental pollution",2005,"Recorded",51762,NA
"4296","Total New Zealand","Total Scene","Property damage and environmental pollution",2006,"Recorded",57075,NA
"4297","Total New Zealand","Total Scene","Property damage and environmental pollution",2007,"Recorded",61016,NA
"4298","Total New Zealand","Total Scene","Property damage and environmental pollution",2008,"Recorded",61759,NA
"4299","Total New Zealand","Total Scene","Property damage and environmental pollution",2009,"Recorded",62636,NA
"4300","Total New Zealand","Total Scene","Property damage and environmental pollution",2010,"Recorded",58483,NA
"4301","Total New Zealand","Total Scene","Property damage and environmental pollution",2011,"Recorded",51984,NA
"4302","Total New Zealand","Total Scene","Property damage and environmental pollution",2012,"Recorded",48901,NA
"4303","Total New Zealand","Total Scene","Property damage and environmental pollution",2013,"Recorded",45577,NA
"4304","Total New Zealand","Total Scene","Property damage and environmental pollution",2014,"Recorded",40358,NA
"4305","Total New Zealand","Total Scene","Public order offences",1994,"Recorded",33668,NA
"4306","Total New Zealand","Total Scene","Public order offences",1995,"Recorded",35358,NA
"4307","Total New Zealand","Total Scene","Public order offences",1996,"Recorded",37175,NA
"4308","Total New Zealand","Total Scene","Public order offences",1997,"Recorded",36222,NA
"4309","Total New Zealand","Total Scene","Public order offences",1998,"Recorded",36597,NA
"4310","Total New Zealand","Total Scene","Public order offences",1999,"Recorded",34983,NA
"4311","Total New Zealand","Total Scene","Public order offences",2000,"Recorded",34642,NA
"4312","Total New Zealand","Total Scene","Public order offences",2001,"Recorded",35958,NA
"4313","Total New Zealand","Total Scene","Public order offences",2002,"Recorded",38188,NA
"4314","Total New Zealand","Total Scene","Public order offences",2003,"Recorded",40977,NA
"4315","Total New Zealand","Total Scene","Public order offences",2004,"Recorded",39588,NA
